ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.12469454887218046,0.47346989247932075,0.44923841542805576,0.9922222297486368,0.1688138181124153,-0.017168147037505833,-0.3669729572180246,-1.1432904053784958,-0.5618596933689557,1
0.0928021832586413,0.5207563344196194,0.42475480564591434,0.993506241332624,0.1684448567783834,0.10317075797390372,0.004554624753981023,-1.1102565273138263,0.375313951804499,1
0.1269793336832443,0.5550393817729895,0.4701970506315568,0.9928646795747889,0.1636090206989405,-0.07188925215782432,-0.6016138561136096,-1.0928718727098332,-0.5823008931428002,1
0.10463507939738569,0.5179648339764765,0.46680034127347697,0.992611417496696,0.15217194324133307,-0.04916512168015696,-0.36911450306898924,-1.0624622368008867,-0.4779491401827789,1
0.11829573934837093,0.5118503216113433,0.4449560565105896,0.9936403489352452,0.14993981006732354,-0.002093337079062272,-0.39910276478919493,-1.110255759382387,-0.6782711385066302,1
0.13048926494107557,0.5482684606541028,0.4439842865975268,0.9925683837393046,0.16791508099842486,0.07875341655651362,-0.6157713122194051,-1.0702333846976164,-0.46316446475442863,1
0.12995727220842523,0.5725550069566716,0.45502371068187975,0.9947435545665654,0.1708728543710324,-0.004134240265529272,-0.4450536217761129,-1.105212035199318,-0.5143662200065506,1
0.8576436313932094,0.5162352405791275,-0.3244238993822907,0.7763699229665872,0.8874649763771947,1.1407780009624473,-0.054674346335916287,-1.6233863420442773,-1.1488438439140627,1
0.1461163266376462,0.5529652142701083,0.46118585127948897,0.9952588242795196,0.16760515930310907,0.010993384900874354,-0.44085018558529704,-1.1911142880734877,-0.6732036371045242,1
0.11663184358490887,0.5951840375983888,0.4501777229614157,0.9936842228277627,0.15560957091782676,0.07617769393990143,-0.46651200299745876,-1.0393607658686315,-0.23400307129908038,1
0.13950123145758977,0.53869683767841,0.45280611730903564,0.992572330534127,0.15627647494695526,-0.049538906171683855,-0.3480149101366746,-1.0846708561503215,-1.1670073007872395,1
0.13537974683544304,0.5528998082624674,0.46584128385827,0.993688694726749,0.18282745783315604,-0.03739962633389713,-0.4829180843573654,-1.1319723095705305,-0.26920575496984966,1
0.06835992163448083,0.8004161309896949,0.48794440856042004,0.9930906852688253,0.1026726794484643,-0.05256071210916703,-0.5965982290284715,-1.1822370867821215,0.23757523471755837,1
0.029458706451176445,0.24276961546473744,0.5625537059619621,0.9802002603158294,0.059705961361957424,-0.3276048325095971,2.575328808396742,-0.8765414296640048,6.5280241816114,1
0.10164691396028937,0.6559068162071789,0.47868092489492553,0.9930043025761216,0.11916490734224724,-0.08437435244032211,-0.5919950418189502,-1.1911395544941117,-0.6006282965352931,1
