ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.10495097008254903,0.4092431975451671,0.5040170427163817,0.9882956992116627,0.1724618350496536,-0.13772864740866064,0.9923422822052455,-0.9723927415873659,2.385510889004297,1
0.13928341706795544,0.3561349687672498,0.5207381575215826,0.9931907183718326,0.19721684334897766,-0.21248863550535696,0.8380361026379715,-0.9821934491426596,1.4147373924124098,1
0.15087178734746778,0.3838337112805172,0.4953395175857691,0.9901362573234183,0.2179901209093286,-0.09937884196572103,0.8422224374591043,-0.9668771408828389,1.079267790429208,1
0.13997831710286063,0.39882766082088744,0.5034295698559466,0.9914504566993241,0.20375984606226727,-0.05729063950451186,0.9149301213794432,-0.8708037592404616,1.36804605395987,1
0.1421863565145212,0.3340403650954431,0.49244339017171757,0.9873966660771474,0.20653662852087554,-0.03746932149683228,1.2162572493399697,-1.000205141360614,2.0608578425229904,1
0.059746287329275484,0.4487464560496097,0.4899602441279705,0.9875707729421872,0.10757971894112704,-0.030599371169281145,1.3534617780477212,-1.0165249518603536,4.3149872141253205,1
0.07413750310250683,0.6387722324164206,0.4901698208577036,0.9817056104898635,0.12613132521641213,-0.09002499047278449,-0.3074279902232908,-0.951083031634615,6.309445531727311,1
0.06680327868852459,0.5818637386951779,0.4931399063418884,0.9849121527861399,0.10981692859826646,-0.026876549952421554,0.984888089689202,-0.9562102017455723,4.192428115130236,1
0.08886242981670417,0.5705397245655389,0.49548193323158773,0.9853959090058676,0.14205884920981401,-0.06551998556977828,-0.07408819895326603,-0.9708317947488294,4.305936913349027,1
0.12748511904761906,0.3750793378662309,0.5057486367956778,0.9887784046006182,0.18450240130941356,-0.16964655576673465,1.093841121680067,-0.9133511703779607,1.4391853604494251,1
0.11946686976389946,0.35844800360929396,0.4753083723519617,0.9868663177100774,0.1746848411955989,0.03372149591956395,1.0854383464729869,-1.0214098371619713,1.1366096458177983,1
0.11039277024678484,0.3768528562760852,0.4963092239414657,0.9859095284417148,0.1695168556117765,-0.05267497560067782,1.162224327429713,-0.8190591475561022,1.6858571382244918,1
0.08519463572069395,0.6241181499683132,0.4956067194505746,0.9894458302638744,0.13548267556049656,-0.07709240418712106,-0.37006055333664906,-0.9821446249000338,5.80351639366706,1
0.13845827831841817,0.37778733456966224,0.4979551640814795,0.9900976806637152,0.19759462162979505,-0.0769568865781233,0.8931863995911884,-0.9691717732846987,1.3935497869025415,1
0.12448604671507305,0.2989584500324211,0.4974145646896134,0.9787893170015225,0.1963435667471542,-0.10343504513945492,1.5873079180824685,-0.7533076476600522,2.6787765235510292,1
0.08007907091672845,0.4255072937418802,0.48436955137782745,0.9884917974545142,0.1377703713780438,-0.026218119285989307,0.21079877801796457,-1.0329250440880133,3.634767228911576,1
0.13383568303354398,0.39081032562523826,0.48364541118542104,0.9901270353475687,0.19277811493394334,0.009491725293049928,0.7720604155572774,-1.0062439187488768,1.1767880806391187,1
0.12418331083073389,0.3388009380633565,0.49665455627340427,0.977124300004154,0.1847055836391755,-0.09939851934640472,1.46719566406898,-0.8211496072775732,2.5878799225060067,1
0.05146745569036656,0.6329276595459649,0.6515429326565599,0.9737979995242103,0.09777161862527717,-0.9801485299087828,-1.9795024952275642,1.096453271371967,6.606902669547598,1
0.12907249110212027,0.36602042137339713,0.516598549561239,0.9797708107878054,0.19409881061299178,-0.18745282247827513,1.006149051035397,-0.8160825205410331,1.0127924242279978,1
0.13564987562189054,0.3221049480391738,0.5124472301814709,0.9843581448982021,0.1980299144329195,-0.12515455772873169,1.3598945884664744,-0.9290505961795419,2.0782650460179495,1
0.12214026915113872,0.36700447923541746,0.46377750114772043,0.9743216103403693,0.18424751122389224,0.14015265268423932,1.1300282948192475,-0.9173080201056307,0.9637823735383724,1
0.095336239926014,0.608684086449015,0.48647004103269875,0.9856826062868939,0.14915562537464602,-0.008154775425164795,0.5147649704495283,-0.9923489860448997,1.936495292241891,1
0.14243666169895677,0.34546725385179433,0.49827360711483126,0.983783056757912,0.2074616741283408,-0.11113084042441469,1.2060015136382243,-0.9039387611073391,1.5783736036272824,1
0.1307375581811672,0.37956695106244315,0.49995468268095955,0.9832577658112879,0.19480380911734108,-0.07961979586359305,1.1533644019139426,-1.0253162842900665,1.7038529713781454,1
0.1242044617136732,0.42514352842228437,0.521216278445067,0.989369340694365,0.20066563844467894,-0.01553145330666062,0.7406381605726164,-1.0004673632010537,0.7187798783575601,1
0.12370794654025939,0.37532935202715084,0.4749145597825042,0.9880823415015135,0.18530571992110453,-0.018716122560754316,0.9741191813088297,-0.8967132891859806,1.4055973494277012,1
0.13315439374489438,0.38313062820650806,0.517429375950998,0.9879607483967884,0.19581819741998227,-0.23552763196825724,1.0793769606475374,-0.9629244076185146,1.568274858424373,1
0.08330624011097384,0.2461712867592925,0.4941478851176543,0.9900139331802705,0.13230636833046472,-0.058654940869646045,1.6055746442043652,-1.0526061120935597,5.934413735392257,1
0.14750565291124929,0.3696665290109436,0.49209605379405125,0.990221790869814,0.2093571356935112,-0.06521966946218505,0.9887447936326438,-1.0848706085278608,1.347944560116077,1
0.13795699677826026,0.3407939716308337,0.49015485274092685,0.9877062811632599,0.20370753399865557,-0.018429816319864033,1.3661485000073588,-1.0621790240768108,2.4640094411173328,1
0.0971119304216298,0.5073335899075767,0.47975295158159664,0.9884878385708792,0.15787148208625493,0.011305160863189312,0.788789261469366,-1.0751034061937363,3.249598869740571,1
0.1596993557623479,0.38971313312415956,0.4780755778454632,0.9910895325655712,0.21046177067119476,-0.014544808751330135,0.714952742266252,-1.073862547031432,0.9076552040417245,1
0.1449384125948283,0.3884433177377992,0.5164893693407546,0.9895945021091617,0.216182017277041,-0.016303018759575006,0.8543254515186612,-0.9709712897204303,1.2952048165104433,1
0.1451345755693582,0.385730702171501,0.47446539450198816,0.9872147777225592,0.22200522551529386,-0.05682234610646737,0.7631173060832461,-0.9053707859751685,1.6563461807982085,1
0.13093820861678004,0.37540947756957527,0.4971021845798607,0.9827778970047247,0.2020513493417312,-0.0711233464677861,1.0674037491948818,-0.884307356131115,1.3004756336437344,1
0.12679015268079064,0.4311328848925801,0.49117082894097375,0.987958097891621,0.1901149119304317,-0.08843642575616316,0.7235733235971141,-1.0071715979306837,0.7340057068618142,1
0.14133522727272727,0.3419961362042772,0.48325826981408837,0.9850209251409412,0.22285014844523152,0.03495825249906996,1.0698131052626272,-0.9478604421696541,1.228829148577768,1
0.1352249157376199,0.44852304518035657,0.49502515443895784,0.9868305395922269,0.21007451414761857,-0.06633062460253374,0.584780672944928,-1.006467748872766,0.6491075773125892,1
0.16947758124228712,0.42284311562224186,0.5024046698589817,0.9882052189932483,0.2367884134601569,-0.1376038182806436,0.7425867650121716,-1.067007776516996,0.5652259669891784,1
0.08478096496013629,0.3522816254569736,0.33304965524428154,0.988314750038767,0.1288886302127288,0.45823070263388394,1.053760751942786,0.6668458598052331,1.6594501799813246,1
0.058759999741316314,0.6375009171619341,0.3149049348763459,0.9890830817011182,0.22757100636176927,-0.08419458722013033,1.0772928146103073,-1.0134005656289125,1.898078305925507,1
0.087953216374269,0.68060754907314,0.46799967762733724,0.9867322154771958,0.15217631259428235,0.023920607811186156,-0.5747572552046161,-1.0678370934792665,7.556800225456199,1
0.17438555059914282,0.432055127227541,0.4737081900356088,0.9877800113851108,0.23437959207664727,0.05202844958593682,0.4579946676668265,-1.082003908486577,0.9410667364963179,1
0.17267917267917268,0.4008145522073099,0.47345768669584826,0.9887298923924016,0.22118168935986693,0.045556280155864715,0.4537940856906068,-0.9742423443005279,0.7041838586267573,1
0.16207871276364427,0.41250079854855815,0.47911176371853914,0.9890925267115571,0.2312608587738893,-0.015821642763032034,0.5970114421343985,-1.020484775800621,1.193471123143639,1
