ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.10827245512326442,0.5319098443118175,0.4589538376694522,0.9929160626028501,0.16782128611837932,0.21161402251160583,-0.2971614567587976,-0.9246669076076381,-0.025491830264309456
